ApplicationType_Limit raise,ApplicationType_New credit,LoanGoal_Car,LoanGoal_Caravan / Camper,LoanGoal_Existing loan takeover,LoanGoal_Extra spending limit,LoanGoal_Home improvement,LoanGoal_Motorcycle,LoanGoal_Not speficied,LoanGoal_Other see explanation,LoanGoal_Remaining debt home,LoanGoal_Unknown,LoanGoal_other,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899.0,79.96841907407408,28.85790966435185,5000.0,69.89,90.0,5000.0,1581,4,0,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,970.0,79.97045635416667,35.075730775462965,10000.0,200.01,57.0,10000.0,1584,4,4,7,1
1,0,0,0,0,0,0,0,0,1,0,0,0,40000.0,899.0,79.97242877314815,11.070401608796296,8304.0,500.0,96.0,40000.0,1644,3,2,9,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,899.0,79.9726661574074,30.867141979166668,8304.0,65.0,138.0,6500.0,1542,3,4,9,0
1,0,0,0,0,0,1,0,0,0,0,0,0,45000.0,899.0,79.97378385416667,13.85650912037037,8304.0,450.0,126.0,45000.0,1568,4,4,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899.0,79.98176501157407,32.85848760416667,15000.0,157.59,120.0,15000.0,1581,3,3,17,0
0,1,0,0,0,0,0,1,0,0,0,0,0,5000.0,899.0,79.99249148148148,30.847366261574077,8304.0,100.0,119.0,9000.0,1793,3,0,15,0
0,1,0,0,0,0,0,0,0,0,0,0,1,6000.0,766.0,79.9957661574074,9.910011944444443,6000.0,118.56,59.0,6000.0,1625,3,1,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,30000.0,964.0,79.99898474537036,31.95413438657408,6219.33,313.78,120.0,30000.0,1584,3,3,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,971.0,79.99958974537037,9.102597546296296,8304.0,261.48,120.0,25000.0,1593,3,3,10,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,80.00331135416667,13.96513767361111,8304.0,530.0,126.0,53000.0,1572,4,4,8,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,766.0,80.00617291666667,9.09688894675926,8304.0,150.0,127.0,15000.0,1594,3,3,10,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,683.0,80.01261520833333,15.980241886574074,15000.0,150.0,127.0,15000.0,1622,3,3,7,1
0,1,1,0,0,0,0,0,0,0,0,0,0,23000.0,893.0,80.01319931712963,14.339239201388889,24000.0,252.14,120.0,24000.0,1570,4,4,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,899.0,80.02308063657408,14.09931261574074,7500.0,146.09,60.0,7500.0,1555,4,4,15,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,865.0,80.03125378472222,13.817127395833332,10585.0,178.6,120.0,17000.0,1589,3,3,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,1013.0,80.03340924768519,9.070693298611111,3483.0,107.84,66.0,6000.0,1629,3,1,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,851.0,80.04341216435185,10.068342974537035,10000.0,200.0,89.0,15000.0,1657,3,1,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,969.0,80.0472372337963,9.021707534722225,21054.0,261.48,120.0,25000.0,1643,3,2,8,1
0,1,0,0,0,0,0,0,0,1,0,0,0,10000.0,868.0,80.05455864583334,21.166632106481483,8304.0,200.0,57.0,10000.0,1580,3,3,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,80.0569866087963,45.918565127314814,5000.0,97.4,60.0,5000.0,1495,5,0,7,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,80.06565673611111,30.773996342592596,6000.0,100.33,72.0,6000.0,1673,4,3,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899.0,80.07435630787037,30.76536678240741,4520.0,149.86,80.0,10000.0,1796,3,0,16,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,927.0,80.09043440972222,31.922420555555554,10000.0,191.27,60.0,10000.0,1828,3,0,23,0
0,1,1,0,0,0,0,0,0,0,0,0,0,35000.0,899.0,80.11257724537037,14.959537430555557,35000.0,655.65,60.0,35000.0,1544,3,4,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,6500.0,899.0,80.12397856481482,30.71575586805556,8304.0,120.0,64.0,6500.0,1544,3,4,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,45000.0,899.0,80.12992328703703,31.709936435185185,38000.0,449.01,103.0,38000.0,1652,3,1,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,80.13187576388889,9.918467048611111,8304.0,247.52,80.0,0.0,1796,3,0,16,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,80.13405981481482,39.80910409722223,5000.0,80.86,75.0,5000.0,1556,4,4,13,1
0,1,0,0,0,0,0,1,0,0,0,0,0,10000.0,1050.0,80.13508943287037,31.71398954861111,10000.0,163.64,72.0,10000.0,1663,4,2,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,1035.0,80.13522127314815,15.954526655092591,8304.0,300.0,101.0,25000.0,1539,3,4,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899.0,80.13614849537036,32.70390777777778,10000.0,302.21,36.0,10000.0,1658,3,2,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,80.16201971064815,47.67791599537037,5000.0,206.27,26.0,5000.0,1547,4,3,12,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,80.16306554398147,30.67711865740741,8304.0,239.0,127.0,23900.0,1641,4,3,6,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,899.0,80.16567572916667,34.98841230324074,8304.0,500.0,56.0,25000.0,1610,4,2,6,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,820.0,80.17207472222222,9.041583298611112,8000.0,288.97,30.0,8000.0,1619,3,2,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899.0,80.17211984953704,31.668188113425927,8304.0,150.0,127.0,15000.0,1701,3,1,8,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,965.0,80.17252644675926,8.822474131944444,2627.0,199.14,27.0,5000.0,1619,3,1,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,800.0,80.19254351851852,8.803429733796296,6700.0,75.44,120.0,6700.0,1544,3,4,10,0
0,1,0,0,0,0,0,0,0,1,0,0,0,10000.0,1011.0,80.19351587962963,13.8279221875,10000.0,176.19,66.0,10000.0,1560,4,0,9,1
0,1,0,0,0,0,0,0,0,1,0,0,0,10000.0,898.0,80.19416046296297,11.018051412037035,5500.0,100.0,134.0,10000.0,1596,3,3,9,1
0,1,0,0,0,0,0,0,0,0,0,1,0,12500.0,795.0,80.20687435185185,8.00317982638889,2474.0,551.51,24.0,12500.0,1636,3,1,15,0
0,1,0,0,0,0,0,0,0,1,0,0,0,45000.0,899.0,80.21621114583333,11.005972766203705,15000.0,500.0,48.0,21500.0,1586,3,3,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,22000.0,938.0,80.21995413194445,7.9910294097222225,22000.0,400.0,62.0,22000.0,1661,3,1,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,6700.0,899.0,80.22276881944444,30.61720554398148,8304.0,250.0,29.0,6700.0,1545,3,4,10,0
0,1,0,0,0,0,0,0,0,0,1,0,0,7500.0,804.0,80.22724701388888,37.89411081018518,8304.0,150.0,58.0,7500.0,1557,4,0,10,1
0,1,0,0,0,0,0,0,0,0,1,0,0,20000.0,888.0,80.23557532407408,10.854616550925924,8304.0,237.28,72.0,14500.0,1590,3,3,10,1
0,1,0,0,0,0,0,0,0,0,1,0,0,18000.0,899.0,80.23815561342593,31.60194315972222,18000.0,291.67,71.0,18000.0,1636,3,1,15,0
0,1,0,0,0,0,1,0,0,0,0,0,0,40000.0,899.0,80.24304739583333,10.655816203703704,40000.0,500.66,96.0,40000.0,1588,3,3,19,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899.0,80.24586098379629,0.1095218402777777,14000.0,734.53,20.0,14000.0,1811,3,0,18,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,851.0,80.25310118055556,10.86571457175926,10000.0,150.0,80.0,10000.0,1585,3,3,12,1
0,1,0,0,0,0,0,0,0,0,0,0,1,10000.0,911.0,80.2533912037037,10.87594664351852,5000.0,200.0,57.0,10000.0,1708,3,1,8,0
0,1,0,0,0,0,0,0,0,1,0,0,0,20000.0,914.0,80.26683162037037,10.722057662037036,8304.0,200.0,57.0,10000.0,1569,4,4,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,942.0,80.26769047453703,22.766604930555555,7500.0,150.38,58.0,7500.0,1568,4,4,9,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,768.0,80.27799375,21.951682939814816,8304.0,1000.0,56.0,50000.0,1548,4,4,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899.0,80.28187572916667,30.558003136574072,8304.0,150.0,127.0,15000.0,1807,3,0,18,0
0,1,0,0,0,0,0,0,0,1,0,0,0,12000.0,899.0,80.29236480324074,30.54750234953704,9148.16,551.51,24.0,12500.0,1545,3,4,9,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,80.29475195601852,20.80313528935185,41000.0,597.93,80.0,41000.0,1584,3,3,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,80.29512550925926,30.544721180555555,2720.0,118.15,48.0,5000.0,1660,4,3,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,937.0,80.29768402777778,22.79717696759259,100.0,300.0,56.0,15000.0,1543,4,4,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,631.0,80.30521693287037,8.719419618055555,5000.0,469.02,11.0,5000.0,1810,3,0,18,0
0,1,0,0,0,0,0,0,0,1,0,0,0,27000.0,891.0,80.30776306712963,10.842289050925926,6999.0,374.04,85.0,27000.0,1568,4,4,10,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,863.0,80.31868855324075,17.904584884259258,8304.0,150.0,127.0,15000.0,1533,4,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6200.0,899.0,80.32070476851852,30.51911587962963,8304.0,62.0,138.0,6200.0,1661,4,3,6,0
1,0,0,0,1,0,0,0,0,0,0,0,0,20000.0,899.0,80.3213732986111,22.80612033564815,8304.0,150.0,132.0,14800.0,1587,4,2,11,1
1,0,0,0,0,0,0,0,0,1,0,0,0,20000.0,899.0,80.3228025,13.75091273148148,7000.0,300.0,78.0,20000.0,1584,3,3,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,844.0,80.3446385300926,8.802118576388889,4018.57,98.8,59.0,5000.0,1631,3,1,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,80.34688277777778,10.769924097222225,5000.0,291.87,18.0,5000.0,1813,3,0,18,0
0,1,0,0,1,0,0,0,0,0,0,0,0,7500.0,899.0,80.35116690972222,30.488618738425927,8304.0,100.0,94.0,7500.0,1588,3,3,19,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,991.0,80.3547292824074,9.647547789351853,13567.0,210.12,120.0,20000.0,1625,3,1,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899.0,80.3591990625,30.480559155092596,10000.0,191.27,60.0,10000.0,1667,4,3,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,18500.0,775.0,80.36616584490741,8.788432534722222,1469.57,194.36,120.0,18500.0,1601,3,3,10,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,914.0,80.37058141203704,29.44369476851852,10000.0,232.82,48.0,10000.0,1616,4,1,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,839.0,80.38821327546296,9.62408355324074,10000.0,108.81,120.0,10000.0,1622,3,2,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,18000.0,905.0,80.39063351851851,9.725593761574077,7723.0,337.98,60.0,18000.0,1620,3,2,14,1
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,840.0,80.39118182870371,8.76272068287037,15000.0,299.46,56.0,15000.0,1588,3,3,19,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,80.3985118287037,9.520396354166667,5000.0,252.12,21.0,5000.0,1632,3,1,16,0
1,0,1,0,0,0,0,0,0,0,0,0,0,50000.0,899.0,80.39869788194444,16.73246675925926,30000.0,600.0,126.0,60000.0,1585,3,3,14,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6500.0,899.0,80.40008163194445,31.439738275462965,6500.0,153.59,48.0,6500.0,1639,3,1,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,12000.0,937.0,80.40566512731482,7.675893379629629,8304.0,180.0,80.0,12000.0,1543,3,4,7,0
0,1,0,0,0,0,0,0,0,0,1,0,0,13000.0,899.0,80.40802997685185,16.54872412037037,10000.0,82.01,180.0,10000.0,1587,4,2,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,80.40848574074074,31.431285671296298,8304.0,100.0,58.0,5000.0,1647,4,4,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,899.0,80.42683378472222,49.41282168981481,8304.0,247.52,80.0,0.0,1535,4,5,10,0
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,878.0,80.43026700231482,16.500687488425925,7100.0,210.0,127.0,21000.0,1568,4,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,823.0,80.43668453703704,10.77500568287037,5000.0,152.82,36.0,5000.0,1611,3,3,8,1
0,1,0,0,1,0,0,0,0,0,0,0,0,10000.0,959.0,80.44974078703704,22.62129709490741,8304.0,250.0,45.0,10000.0,1554,4,0,13,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,973.0,80.45169280092593,31.425133321759255,15000.0,299.46,56.0,15000.0,1571,4,1,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,12500.0,899.0,80.45269628472222,3.5110550578703705,11700.0,291.03,48.0,12500.0,1540,3,4,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,80.55169701388888,31.28843168981481,5000.0,97.4,60.0,5000.0,1681,3,1,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,17000.0,899.0,80.86183479166667,30.97823116898148,8304.0,535.72,34.0,17000.0,1643,3,1,18,0
0,1,0,0,0,0,0,0,1,0,0,0,0,19000.0,1036.0,80.89753174768518,9.217411736111112,338.0,419.97,50.0,19000.0,1655,3,1,10,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899.0,80.90666730324074,13.238305532407407,8304.0,200.0,127.0,20000.0,1568,4,4,10,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,899.0,80.90881875,10.12121363425926,2500.0,200.0,127.0,20000.0,1655,3,1,10,0
1,0,0,0,0,0,1,0,0,0,0,0,0,21000.0,979.0,80.91028822916667,16.13131917824074,8304.0,300.0,82.0,21000.0,1579,4,1,12,1
1,0,0,0,0,0,0,0,0,1,0,0,0,12000.0,902.0,80.91135430555556,13.23449119212963,6000.0,200.0,71.0,12000.0,1539,3,5,9,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1028.0,80.93782107638889,16.198025636574073,8304.0,500.0,126.0,50000.0,1598,4,2,7,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,926.0,80.94327756944445,9.081879837962964,15000.0,281.65,60.0,15000.0,1632,3,1,10,0
0,1,0,0,0,1,0,0,0,0,0,0,0,12000.0,717.0,80.95021011574075,13.108124583333334,2000.0,150.0,100.0,12000.0,1565,4,4,9,1
1,0,0,0,0,0,1,0,0,0,0,0,0,8000.0,899.0,80.95539768518519,9.02994931712963,1500.0,65.0,138.0,6500.0,1631,3,1,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,735.0,80.96145739583334,9.212306747685185,5000.0,152.82,36.0,5000.0,1539,3,5,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,10000.0,1016.0,80.96905515046296,13.050847060185186,8304.0,275.0,40.0,10000.0,1577,4,4,6,1
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,899.0,80.97079392361111,7.14829730324074,8304.0,400.0,56.0,20000.0,1649,3,2,10,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,997.0,80.99078615740741,30.849496053240745,3915.0,191.27,60.0,10000.0,1554,4,3,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,17500.0,766.0,80.99385087962963,19.87897879629629,15346.0,200.0,127.0,20000.0,1535,4,3,15,1
0,1,0,0,0,0,0,0,0,1,0,0,0,20000.0,931.0,81.0141205324074,11.14553056712963,800.0,200.0,127.0,20000.0,1644,3,2,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,50000.0,899.0,81.01626481481482,48.366081712962966,50000.0,522.97,120.0,50000.0,1536,4,5,10,1
0,1,0,0,0,0,0,0,0,1,0,0,0,27000.0,832.0,81.0427921412037,16.198876469907407,27000.0,300.0,111.0,27000.0,1599,4,2,7,0
1,0,0,0,0,0,1,0,0,0,0,0,0,11500.0,899.0,81.04300604166667,20.17260275462963,8304.0,150.0,95.0,11500.0,1576,4,4,6,1
1,0,1,0,0,0,0,0,0,0,0,0,0,13000.0,899.0,81.04496521990741,43.79504366898148,8304.0,247.52,80.0,0.0,1651,3,1,12,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,666.0,81.04699150462963,10.098254305555557,5000.0,97.4,60.0,5000.0,1569,4,4,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,799.0,81.05297895833333,31.10389387731481,10000.0,100.0,134.0,10000.0,1539,3,5,9,0
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,899.0,81.05612520833333,30.783766875,8304.0,200.0,89.0,15000.0,1650,3,1,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899.0,81.05667150462963,30.78323212962963,8304.0,150.0,127.0,15000.0,1638,4,4,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,13000.0,899.0,81.0575290162037,6.990260729166667,13500.0,247.55,63.0,13500.0,1621,3,1,11,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,81.0603415162037,10.25843949074074,8304.0,560.0,60.0,30000.0,1539,3,5,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,81.06933773148148,30.77060335648148,5000.0,152.82,36.0,5000.0,1540,3,5,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1001.0,81.09340247685185,21.158836238425927,20000.0,210.12,120.0,20000.0,1536,4,4,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,37500.0,841.0,81.09470440972223,16.053682118055555,8500.0,375.0,126.0,37500.0,1587,4,2,11,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,716.0,81.11426197916667,14.721295925925926,5000.0,222.31,24.0,5000.0,1585,3,3,13,1
1,0,0,0,0,0,0,0,0,0,0,1,0,18000.0,899.0,81.11732001157408,14.840861030092592,3000.0,180.0,127.0,18000.0,1646,3,1,13,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,81.11819375,30.7216546875,5062.0,102.11,134.0,9800.0,1649,3,1,13,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,775.0,81.12776414351852,9.01298616898148,7176.14,522.97,120.0,50000.0,1544,3,4,12,0
1,0,0,0,1,0,0,0,0,0,0,0,0,16000.0,899.0,81.13083774305555,30.709026689814817,8304.0,300.0,60.0,16000.0,1641,4,4,6,0
0,1,0,0,0,0,1,0,0,0,0,0,0,24000.0,831.0,81.13225751157407,30.844176203703704,7173.59,261.48,120.0,25000.0,1611,3,3,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899.0,81.13857681712963,15.01829607638889,10000.0,149.86,80.0,10000.0,1646,3,1,19,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,873.0,81.14626959490741,9.04018574074074,5000.0,152.82,36.0,5000.0,1603,3,3,9,1
0,1,0,0,1,0,0,0,0,0,0,0,0,17000.0,899.0,81.15332484953704,22.217744074074076,8304.0,500.0,37.0,17000.0,1528,4,4,14,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899.0,81.16381243055555,30.675910671296297,8304.0,247.52,80.0,0.0,1638,3,1,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,743.0,81.1731553587963,19.948771689814816,8304.0,100.0,58.0,5000.0,1572,4,2,14,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899.0,81.17605118055556,30.66375785879629,5000.0,122.66,46.0,5000.0,1540,3,5,9,0
0,1,0,0,0,0,0,0,0,1,0,0,0,17500.0,899.0,81.18293961805556,30.656843194444445,8304.0,95.0,138.0,9500.0,1636,3,1,15,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,970.0,81.18484730324074,8.707235289351852,15000.0,281.65,60.0,15000.0,1621,3,2,14,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,81.18684157407408,19.99769974537037,8304.0,120.0,89.0,8600.0,1595,4,2,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,28500.0,914.0,81.19848141203704,47.66381578703704,8304.0,300.0,118.0,28500.0,1582,4,0,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,81.20342878472222,30.636856122685185,8304.0,247.52,80.0,0.0,1631,3,1,16,0
0,1,0,0,0,0,0,0,0,0,1,0,0,40000.0,899.0,81.22259958333333,31.61767935185185,40000.0,402.77,126.0,40000.0,1643,3,2,18,0
0,1,0,0,0,0,1,0,0,0,0,0,0,7000.0,875.0,81.2305809375,9.741352557870371,8304.0,150.0,54.0,7000.0,1542,3,5,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899.0,81.23574996527778,30.604569594907407,5000.0,98.8,59.0,5000.0,1630,3,1,15,0
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,772.0,81.24065247685185,22.767467592592592,3000.0,165.0,72.0,10000.0,1568,4,1,11,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899.0,81.241995625,16.83000959490741,8304.0,250.0,69.0,15000.0,1632,3,1,16,0
1,0,0,0,0,0,0,0,0,0,0,1,0,15500.0,739.0,81.24436086805555,12.842862662037035,5500.0,155.0,127.0,15500.0,1570,4,4,7,1
1,0,1,0,0,0,0,0,0,0,0,0,0,15000.0,899.0,81.24617949074074,9.890583368055555,5000.0,150.0,127.0,15000.0,1546,3,5,10,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899.0,81.2480483449074,12.946519375,5000.0,250.0,82.0,17500.0,1591,3,0,12,0
0,1,0,0,0,1,0,0,0,0,0,0,0,6000.0,899.0,81.25504307870371,30.58517690972222,8304.0,60.0,138.0,6000.0,1623,4,4,6,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5238.0,743.0,81.2741825,13.72400582175926,5200.0,101.29,60.0,5200.0,1568,4,4,11,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,899.0,81.28223364583333,23.75094497685185,10000.0,347.03,31.0,10000.0,1568,4,3,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899.0,81.29966023148148,31.540263506944445,8304.0,100.0,134.0,10000.0,1653,3,2,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1021.0,81.31507820601851,12.735867407407408,3600.0,108.0,58.0,5400.0,1594,3,3,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,16000.0,899.0,81.32125444444445,30.51885700231481,16000.0,400.23,59.0,21000.0,1646,3,1,19,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899.0,81.32779928240741,30.512367013888888,10000.0,224.5,50.0,10000.0,1548,3,5,10,0
0,1,1,0,0,0,0,0,0,0,0,0,0,22000.0,899.0,81.332055,30.507964953703706,22000.0,249.35,109.0,22000.0,1548,3,5,10,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,903.0,81.3371724537037,19.84313400462963,1000.0,300.0,56.0,15000.0,1546,4,4,9,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,981.0,81.34102424768518,7.866955,10000.0,191.27,60.0,10000.0,1624,3,1,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,7863.0,899.0,81.34506283564815,31.49476239583333,7900.0,197.62,45.0,7900.0,1657,3,2,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,942.0,81.34846185185185,16.83925320601852,25000.0,745.88,36.0,25000.0,1532,4,4,12,1
1,0,0,0,0,0,1,0,0,0,0,0,0,15000.0,899.0,81.35315239583333,21.727988472222226,8304.0,300.0,56.0,15000.0,1588,4,2,9,1
1,0,1,0,0,0,0,0,0,0,0,0,0,29000.0,899.0,81.3669327662037,13.753275277777778,8304.0,350.0,100.0,29000.0,1569,4,4,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,21500.0,899.0,81.37005023148149,0.605066412037037,8304.0,247.52,80.0,0.0,1661,3,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,1091.0,81.37832130787037,30.635361550925925,10000.0,191.27,60.0,10000.0,1588,4,1,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1110.0,81.37852208333334,9.750233761574076,5000.0,200.0,27.0,5000.0,1648,3,1,19,0
0,1,0,0,0,0,0,1,0,0,0,0,0,15000.0,1010.0,81.38245978009259,9.590676006944443,13000.0,300.0,56.0,15000.0,1634,3,2,14,0
0,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,894.0,81.39761402777778,9.75059960648148,5000.0,180.6,30.0,5000.0,1570,4,4,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,885.0,81.40466743055556,30.580242118055555,9643.7,292.86,120.0,28000.0,1591,4,2,9,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899.0,81.40979524305556,12.524001793981482,8304.0,340.0,126.0,34000.0,1559,4,0,7,1
0,1,0,0,0,0,0,0,0,0,0,1,0,15000.0,899.0,81.42488751157407,8.550497210648148,8304.0,300.0,56.0,15000.0,1650,3,1,20,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,943.0,81.44098510416667,8.674660613425926,10000.0,125.16,100.0,10000.0,1613,3,3,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,9000.0,899.0,81.44282253472223,31.39715380787037,8500.0,125.46,84.0,8500.0,1592,3,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,6000.0,883.0,81.44684168981482,16.62426613425926,6000.0,120.0,58.0,6000.0,1648,3,2,19,0
0,1,0,0,1,0,0,0,0,0,0,0,0,13000.0,899.0,81.45654630787037,8.711587939814814,2487.0,141.45,120.0,13000.0,1592,3,0,12,0
0,1,0,0,0,1,0,0,0,0,0,0,0,5000.0,899.0,81.46193546296297,20.839673032407408,5000.0,97.4,60.0,5000.0,1624,3,1,17,0
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,899.0,81.46831839120371,33.5558781712963,8304.0,247.52,80.0,0.0,1535,4,5,10,0
0,1,0,0,1,0,0,0,0,0,0,0,0,10000.0,841.0,81.47891056712963,30.452860625,8304.0,249.64,64.0,13800.0,1616,3,3,7,1
